東方衛視,p2p://23.237.2.218:10028/5249f1b4000904a648c2b4cb2dd90485
浙江衛視,p2p://23.237.2.218:10028/5249f18e0000a95248c21e3828b24231
東方娛樂台,p2p://23.237.2.218:10028/53c9c1a900095afcbda670d02962251d
黑龍江衛視,p2p://23.237.2.218:10028/53ca242c0005a247bf273c020e9d0521
MTV,p2p://23.237.2.218:10028/5390fec4000377d8182936ab56337d51
M101娛樂台,p2p://23.237.2.218:10028/5391e33e000953951ba5b4c27ecf3f9e
FOX Spor,p2p://23.237.2.218:10028/524a886f00059d744b0f7e5d6364055b
FOX3,p2p://23.237.2.218:10028/5260916f00078ff9a122a6d853bc0caf
FOX2,p2p://23.237.2.218:10028/5391f156000707d61bdcc1ed55de3c65
NBA,p2p://23.237.2.218:10028/532794380001c7687c61036756650a33
CCTV網球高爾夫,p2p://23.237.2.218:10028/532794a50003a4b87c62adaa67ff3e98
愛爾達體育,p2p://23.237.2.218:10028/5391ea210007c00d1bc09b1b01327ec0
博斯網球,p2p://23.237.2.218:10028/524a82de0000da4d4af9bec61e030922
博斯運動,p2p://23.237.2.218:10028/5390fe9b000aa8311828986a557e05bb
英超,p2p://50.7.97.37:9906/50f6b8b2000d1187051ed52478326c7a
風雲足球,p2p://23.237.2.218:10028/5249f22800066d6248c479424f6052bc
高爾夫,p2p://23.237.2.218:10028/5391eee0000a7e231bd325dd613a5e4b
湖南衛視,p2p://23.237.2.218:10028/5249f1a300037b5848c270f9128900a6
星空衛視,p2p://23.237.2.218:10028/5391ece9000f24711bcb7a337c837d3b
星空衛視,p2p://23.237.2.218:10028/52fa948d000adefb052ba0ac356b70df
陽光衛視,p2p://23.237.2.218:10028/5338bed200049788bf6f6dae02141385
台中心紀元,p2p://23.237.2.218:10028/5391e7ac0007dafc1bb702171c513f3b
TV5,p2p://23.237.2.218:10028/5279a31500056ec2030f96c4055d1fac
FOX News,p2p://23.237.2.218:10028/524a84dd00089fbf4b018cce70a46e9b
大愛,p2p://23.237.2.218:10028/5391ec240009b6061bc87746602d55e8
地理歷險,p2p://23.237.2.218:10028/5391e44000056a391ba9a39304a36cc8
戶外高清,p2p://23.237.2.218:10028/524a835b000478294afba7fb3fe123a9
動物星球,p2p://23.237.2.218:10028/5391eddf000424ef1bcf38537f39742b
三立都會,p2p://23.237.2.218:10028/5391ef5000070c181bd4da7b3ea05b05
三立國際,p2p://23.237.2.218:10028/5390fee90003c1891829c74617a457e9
三立臺灣,p2p://23.237.2.218:10028/5391dde300087bed1b90c90c69ac7522
三立新聞台,p2p://23.237.2.218:10028/5320e259000b2a84623a36bd5607489b
民視,p2p://23.237.2.218:10028/5391dc5d0008f3201b8ad5c97980341e
民視,p2p://23.237.2.218:10028/5391dce1000a40d81b8cd9bf526579b1
民視新聞台,p2p://23.237.2.218:10028/5391f073000160f61bd949c11190597f
華視,p2p://23.237.2.218:10028/5391efe1000b20d71bd711ef17a70e38
華視,p2p://23.237.2.218:10028/5391f02b000afd691bd832f73d0641f4
三立國際台,p2p://23.237.2.218:10028/5390fee90003c1891829c74617a457e9
三立臺灣台,p2p://23.237.2.218:10028/5391dde300087bed1b90c90c69ac7522
三立新聞台,p2p://23.237.2.218:10028/5320e259000b2a84623a36bd5607489b
深圳衛視,p2p://23.237.2.218:10028/5249f1790002d6fe48c1ccbe36a05add
視覺高清,p2p://23.237.2.218:10028/5260919100054e15a1232b143a511673
台視,p2p://23.237.2.218:10028/5338bea40001aac7bf6eb93e28db28d9
台視,p2p://23.237.2.218:10028/5338bea40001aac7bf6eb93e28db28d9
華視,p2p://23.237.2.218:10028/5391efe1000b20d71bd711ef17a70e38
華視,p2p://23.237.2.218:10028/5391f02b000afd691bd832f73d0641f4
探索動力,p2p://23.237.2.218:10028/524a9cf000034a374b5f95b51c080bb6
探索健康,p2p://23.237.2.218:10028/524a9d04000b222b4b5fe5d7202d7c09
探索科學,p2p://23.237.2.218:10028/5391e521000b97751bad141110fe108d
天空新聞台,p2p://23.237.2.218:10028/5391ebaf000254281bc6ac5a7d160e21
緯來電影台,p2p://23.237.2.218:10028/532793a8000a4a1c7c5ed3146cb36c09
緯來日本,p2p://23.237.2.218:10028/53279410000e6b137c606a63548e3222
緯來體育,p2p://23.237.2.218:10028/53276ca10003c3ff7bc65e115614708d
緯來戲劇,p2p://23.237.2.218:10028/532793da000ce0f47c5f970e563e125e
緯來育樂,p2p://23.237.2.218:10028/532793c60007a7517c5f4797564b3a50
緯來綜合台,p2p://23.237.2.218:10028/532793f7000b75177c6007f956316a6d
衛視中文,p2p://23.237.2.218:10028/532794500002dc227c61616e2bb5586a
星空衛視,p2p://23.237.2.218:10028/53692c21000ed7377c9a6ce53dd11fc9
中視,p2p://23.237.2.218:10028/5338bebc0007fc22bf6f189c64261e96
中天新聞台,p2p://23.237.2.218:10028/5320e237000166966239af6556805a16
中天娛樂台,p2p://23.237.2.218:10028/5391e00b000b72671b9936111f9f3507
中天綜合台,p2p://23.237.2.218:10028/5391dfb9000929761b97f52b16a72afd
TVB新聞台,p2p://23.237.2.218:10028/53939f4800092a96226c3bcf7de2130c
TVB經典,p2p://23.237.2.218:10028/53cd53200007d41acb9690a821e57d90
TVB爲食,p2p://23.237.2.218:10028/53939f4800092a96226c3bcf7de2130c
TVB生活,p2p://23.237.2.218:10028/53cd586c000a56f2cbab422c46a63f16
TVB通識,p2p://50.7.73.100:9906/51bdf3a80008dce208e94f4814f11639
美亞粵語電影台,p2p://50.7.73.100:9906/51bdf384000e437308e8c409431c33b6
衛視西片台,p2p://119.81.135.30:9906/53cd4c61000a26c0cb7c372342b15747
DisneyXD,p2p://23.237.2.218:10028/53c9c215000e7470bda8180709f27777
Kix,p2p://23.237.2.218:10028/53ccb1d800073405c9209695065745fd
CCTV1,p2p://23.237.2.218:10028/5249f1ee0005392c48c39663705558ca
CCTV2,p2p://23.237.2.218:10028/53c9be8b000b15cfbd9a44153c042e3f
CCTV3,p2p://23.237.2.218:10028/52825e91000702f41883ee351e411799
CCTV4,p2p://23.237.2.218:10028/53c9bff700073cacbd9fd0f93bdb2c50
CCTV5,p2p://23.237.2.218:10028/52825ea600091e29188440c71b241306
CCTV5+,p2p://23.237.2.218:10028/53c9c02d000289d3bda0a2b84d9a65fe
CCTV6,p2p://23.237.2.218:10028/52825ebe00084b6318849e512fb32bca
CCTV8,p2p://23.237.2.218:10028/52827584000708e318dd937a179226f4
CCTV9,p2p://23.237.2.218:10028/53c9bf9d0008843dbd9e71ba2ab74e13
CCTV11,p2p://23.237.2.218:10028/53c9baaf00057254bd8b2f3e48a214ef
CCTV12,p2p://23.237.2.218:10028/53c9bad3000762aebd8bbc604df0707f
CCTV13,p2p://23.237.2.218:10028/53c9bb0a000ada05bd8c941833d4278e
CCTV14,p2p://23.237.2.218:10028/53c9bb6b000d4562bd8e0f9d080f7037
CCTV15,p2p://23.237.2.218:10028/53c9be49000559dbbd9940cb2618542b
